Ano,Código da Área,Área de Avaliação,Código da IES,Nome da IES,Sigla da IES,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município,Município do Curso,Sigla da UF,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação
2019,5,MEDICINA VETERINÁRIA,587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Universidade,Pública Federal,14507,Educação Presencial,2611606,Recife,PE,94,86,45.0733,3.1378,54.343,2.5171,2.6723,3,
2019,5,MEDICINA VETERINÁRIA,587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Universidade,Pública Federal,91561,Educação Presencial,2606002,Garanhuns,PE,58,56,41.3232,2.506,56.9446,2.9831,2.8638,3,
2019,5,MEDICINA VETERINÁRIA,589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Universidade,Pública Federal,14555,Educação Presencial,2408003,Mossoró,RN,44,41,46.8683,3.4402,56.1098,2.8335,2.9852,4,
2019,5,MEDICINA VETERINÁRIA,590,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,Universidade,Pública Federal,14559,Educação Presencial,1501402,Belém,PA,58,57,45.9175,3.28,53.9684,2.45,2.6575,3,
2019,5,MEDICINA VETERINÁRIA,592,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Universidade,Pública Federal,14582,Educação Presencial,3138203,Lavras,MG,101,97,51.4124,4.2057,61.5619,3.8101,3.909,4,
2019,5,MEDICINA VETERINÁRIA,596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Universidade,Pública Federal,1270511,Educação Presencial,3170404,Unaí,MG,11,11,51.5273,4.225,65.2818,4.4763,4.4135,5,
2019,5,MEDICINA VETERINÁRIA,621,CENTRO UNIVERSITÁRIO CESMAC,CESMAC,Centro Universitário,Privada sem fins lucrativos,43144,Educação Presencial,2704302,Maceió,AL,65,65,32.3508,0.9945,43.9462,0.6549,0.7398,1,
2019,5,MEDICINA VETERINÁRIA,634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Universidade,Pública Federal,14974,Educação Presencial,4304663,Capão do Leão,RS,105,100,46.739,3.4184,56.938,2.9819,3.091,4,
2019,5,MEDICINA VETERINÁRIA,661,FACULDADE PIO DÉCIMO,FPD,Faculdade,Privada com fins lucrativos,18741,Educação Presencial,2800308,Aracaju,SE,78,68,34.6706,1.3853,44.7368,0.7965,0.9437,1,
2019,5,MEDICINA VETERINÁRIA,664,UNIVERSIDADE VILA VELHA,UVV,Universidade,Privada com fins lucrativos,18201,Educação Presencial,3205200,Vila Velha,ES,83,80,42.2612,2.6641,64.3325,4.3063,3.8957,4,
2019,5,MEDICINA VETERINÁRIA,669,UNIVERSIDADE NILTON LINS,UNINILTONLINS,Universidade,Privada sem fins lucrativos,47714,Educação Presencial,1302603,Manaus,AM,108,99,26.4475,0,40.2899,0,0,1,
2019,5,MEDICINA VETERINÁRIA,671,UNIVERSIDADE ANHANGUERA,UNIDERP,Universidade,Privada com fins lucrativos,15554,Educação Presencial,5002704,Campo Grande,MS,30,26,35.2077,1.4758,56.4231,2.8896,2.5362,3,
2019,5,MEDICINA VETERINÁRIA,673,CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS,UNIGRAN,Centro Universitário,Privada sem fins lucrativos,63965,Educação Presencial,5003702,Dourados,MS,19,17,39.9882,2.2811,55.2235,2.6748,2.5764,3,
2019,5,MEDICINA VETERINÁRIA,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Universidade,Pública Federal,15840,Educação Presencial,5002704,Campo Grande,MS,36,34,46.3676,3.3558,58.5471,3.2701,3.2915,4,
2019,5,MEDICINA VETERINÁRIA,699,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Universidade,Pública Federal,150273,Educação Presencial,1100288,Rolim de Moura,RO,24,21,40.7714,2.4131,51.5571,2.0181,2.1168,3,
2019,5,MEDICINA VETERINÁRIA,707,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,UNICEP,Centro Universitário,Privada com fins lucrativos,1261569,Educação Presencial,3548906,São Carlos,SP,47,43,38.7651,2.0751,51.6256,2.0304,2.0415,3,
2019,5,MEDICINA VETERINÁRIA,718,UNIVERSIDADE POTIGUAR,UNP,Universidade,Privada com fins lucrativos,1278875,Educação Presencial,2408102,Natal,RN,75,72,46.8667,3.4399,52.125,2.1198,2.4498,3,
2019,5,MEDICINA VETERINÁRIA,757,Centro Universitário da Amazônia,Unama,Centro Universitário,Privada com fins lucrativos,105968,Educação Presencial,1506807,Santarém,PA,107,100,36.017,1.6121,48.03,1.3863,1.4428,2,
2019,5,MEDICINA VETERINÁRIA,763,INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO,IUESO,Centro Universitário,Privada com fins lucrativos,20690,Educação Presencial,5208707,Goiânia,GO,54,54,40.7333,2.4067,52.5889,2.2029,2.2538,3,
2019,5,MEDICINA VETERINÁRIA,780,UNIVERSIDADE DE CUIABÁ,UNIC/UNIME,Universidade,Privada com fins lucrativos,16834,Educação Presencial,5103403,Cuiabá,MT,35,33,37.1758,1.8073,58.8576,3.3257,2.9461,4,
2019,5,MEDICINA VETERINÁRIA,789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Universidade,Pública Federal,1186099,Educação Presencial,1400100,Boa Vista,RR,25,25,47.276,3.5089,56.244,2.8576,3.0204,4,
2019,5,MEDICINA VETERINÁRIA,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,UNIDESC,Centro Universitário,Privada com fins lucrativos,18099,Educação Presencial,5212501,Luziânia,GO,52,52,31.3115,0.8194,44.6288,0.7772,0.7877,1,
2019,5,MEDICINA VETERINÁRIA,953,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Universidade,Privada sem fins lucrativos,18615,Educação Presencial,3548500,Santos,SP,27,27,41.5741,2.5483,51.3444,1.98,2.1221,3,
2019,5,MEDICINA VETERINÁRIA,1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,Universidade,Pública Estadual,17725,Educação Presencial,3301009,Campos dos Goytacazes,RJ,33,32,46.8844,3.4429,61.3906,3.7794,3.6953,4,
2019,5,MEDICINA VETERINÁRIA,1038,FACULDADES INTEGRADAS DE TRÊS LAGOAS,AEMS,Faculdade,Privada sem fins lucrativos,1282834,Educação Presencial,5008305,Três Lagoas,MS,16,15,37.14,1.8013,45.1667,0.8735,1.1054,2,
2019,5,MEDICINA VETERINÁRIA,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,UNIFIAN,Centro Universitário,Privada com fins lucrativos,52554,Educação Presencial,3526704,Leme,SP,85,75,31.168,0.7952,45.9907,1.0211,0.9646,2,
2019,5,MEDICINA VETERINÁRIA,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,UNILAGO,Faculdade,Privada sem fins lucrativos,1280809,Educação Presencial,3549805,São José do Rio Preto,SP,31,30,41.6733,2.565,48.8333,1.5302,1.7889,2,
2019,5,MEDICINA VETERINÁRIA,1053,CENTRO UNIVERSIÁRIO UNIFTC DE FEIRA DE SANTANA,,Centro Universitário,Privada com fins lucrativos,112532,Educação Presencial,2910800,Feira de Santana,BA,18,18,38.8944,2.0969,60.1611,3.5592,3.1936,4,
2019,5,MEDICINA VETERINÁRIA,1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,,Centro Universitário,Privada com fins lucrativos,17934,Educação Presencial,4104303,Campo Mourão,PR,38,30,40.27,2.3286,58.5333,3.2676,3.0329,4,
2019,5,MEDICINA VETERINÁRIA,1087,FACULDADES INTEGRADAS APARÍCIO CARVALHO,FIMCA,Centro Universitário,Privada sem fins lucrativos,73753,Educação Presencial,1100205,Porto Velho,RO,53,51,31.8647,0.9126,45.1667,0.8735,0.8833,1,
2019,5,MEDICINA VETERINÁRIA,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Universidade,Pública Estadual,18323,Educação Presencial,4109401,Guarapuava,PR,32,30,50.43,4.0402,64.45,4.3274,4.2556,5,
2019,5,MEDICINA VETERINÁRIA,1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,UNORP,Centro Universitário,Privada sem fins lucrativos,1139841,Educação Presencial,3549805,São José do Rio Preto,SP,40,31,38.1774,1.9761,49.6581,1.6779,1.7525,2,
2019,5,MEDICINA VETERINÁRIA,1157,ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS,ESFA,Faculdade,Privada sem fins lucrativos,1056198,Educação Presencial,3204609,Santa Teresa,ES,17,16,30.975,0.7627,51.3,1.972,1.6697,2,
2019,5,MEDICINA VETERINÁRIA,1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,123237,Educação Presencial,2516201,Sousa,PB,25,25,43.02,2.7919,45.764,0.9805,1.4333,2,
2019,5,MEDICINA VETERINÁRIA,1196,CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR,UNICESUMAR,Universidade,Privada com fins lucrativos,20522,Educação Presencial,4115200,Maringá,PR,52,50,45.77,3.2552,54.37,2.5219,2.7052,3,
2019,5,MEDICINA VETERINÁRIA,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,UNIPINHAL,Centro Universitário,Privada sem fins lucrativos,19685,Educação Presencial,3515186,Espírito Santo do Pinhal,SP,49,44,32.3364,0.9921,47.1568,1.2299,1.1705,2,
2019,5,MEDICINA VETERINÁRIA,1245,Faculdade de Castelo - Multivix Castelo,Multivix Castelo,Faculdade,Privada com fins lucrativos,19839,Educação Presencial,3201407,Castelo,ES,22,13,39.9077,2.2676,52.8385,2.2476,2.2526,3,
2019,5,MEDICINA VETERINÁRIA,1281,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,FAIT,Faculdade,Privada com fins lucrativos,99648,Educação Presencial,3522406,Itapeva,SP,50,46,37.1239,1.7986,48.7652,1.518,1.5882,2,
2019,5,MEDICINA VETERINÁRIA,1292,Centro Universitário de Adamantina,FAI,Centro Universitário,Especial,65971,Educação Presencial,3500105,Adamantina,SP,32,31,30.8032,0.7338,43.6903,0.6091,0.6402,1,
2019,5,MEDICINA VETERINÁRIA,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1188283,Educação Presencial,5221809,Urutaí,GO,42,37,44.1784,2.987,56.3757,2.8811,2.9076,3,
2019,5,MEDICINA VETERINÁRIA,1307,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL,FAEF,Faculdade,Privada com fins lucrativos,21730,Educação Presencial,3516705,Garça,SP,58,57,40.0491,2.2914,53.7421,2.4094,2.3799,3,
2019,5,MEDICINA VETERINÁRIA,1317,Centro Universitário Sudoeste Paulista,UniFSP,Centro Universitário,Privada com fins lucrativos,1108311,Educação Presencial,3504503,Avaré,SP,24,24,42.6917,2.7366,60.3375,3.5908,3.3772,4,
2019,5,MEDICINA VETERINÁRIA,1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,FAG,Centro Universitário,Privada sem fins lucrativos,105920,Educação Presencial,4104808,Cascavel,PR,89,83,36.7747,1.7398,47.8193,1.3486,1.4464,2,
2019,5,MEDICINA VETERINÁRIA,1396,Centro Universitário Dinâmica das Cataratas,UDC,Centro Universitário,Privada com fins lucrativos,1121426,Educação Presencial,4108304,Foz do Iguaçu,PR,73,73,36.3589,1.6697,45.6904,0.9673,1.1429,2,
2019,5,MEDICINA VETERINÁRIA,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,1264739,Educação Presencial,1302603,Manaus,AM,120,111,37.9405,1.9362,43.509,0.5766,0.9165,1,
2019,5,MEDICINA VETERINÁRIA,1430,CENTRO UNIVERSITÁRIO INGÁ,,Centro Universitário,Privada com fins lucrativos,1155403,Educação Presencial,4115200,Maringá,PR,45,44,42.5886,2.7192,53.3205,2.3339,2.4302,3,
2019,5,MEDICINA VETERINÁRIA,1436,ESCOLA SUPERIOR BATISTA DO AMAZONAS,ESBAM,Faculdade,Privada com fins lucrativos,43974,Educação Presencial,1302603,Manaus,AM,24,18,37.1167,1.7974,45.4222,0.9193,1.1388,2,
2019,5,MEDICINA VETERINÁRIA,1490,CENTRO UNIVERSITÁRIO DE JAGUARIÚNA,UniFAJ,Centro Universitário,Privada com fins lucrativos,49108,Educação Presencial,3524709,Jaguariúna,SP,211,181,39.579,2.2122,53.2354,2.3187,2.2921,3,
2019,5,MEDICINA VETERINÁRIA,1559,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Centro Universitário,Privada sem fins lucrativos,119994,Educação Presencial,3201506,Colatina,ES,32,32,40.7781,2.4142,59.3438,3.4128,3.1631,4,
2019,5,MEDICINA VETERINÁRIA,1601,FACULDADE CIDADE DE COROMANDEL,FCC,Faculdade,Privada sem fins lucrativos,1205751,Educação Presencial,3119302,Coromandel,MG,15,15,31.08,0.7804,43.4067,0.5582,0.6138,1,
2019,5,MEDICINA VETERINÁRIA,1623,FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA,FCAA,Faculdade,Privada sem fins lucrativos,46151,Educação Presencial,3502101,Andradina,SP,73,40,33.7775,1.2348,50.6175,1.8498,1.6961,2,
2019,5,MEDICINA VETERINÁRIA,1643,FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA,FAT,Faculdade,Privada sem fins lucrativos,1056749,Educação Presencial,2910800,Feira de Santana,BA,15,15,42,2.62,60.46,3.6127,3.3645,4,
2019,5,MEDICINA VETERINÁRIA,1657,CENTRO UNIVERSITÁRIO UNISEP,,Centro Universitário,Privada com fins lucrativos,91029,Educação Presencial,4107207,Dois Vizinhos,PR,28,28,34.1321,1.2946,51.1036,1.9369,1.7763,2,
2019,5,MEDICINA VETERINÁRIA,1773,CENTRO UNIVERSITÁRIO FAI,,Centro Universitário,Privada com fins lucrativos,98748,Educação Presencial,4208401,Itapiranga,SC,118,105,30.9333,0.7557,41.6867,0.2502,0.3766,1,
2019,5,MEDICINA VETERINÁRIA,1812,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS",IFAM,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1295064,Educação Presencial,1302603,Manaus,AM,24,24,49.225,3.8372,58.1833,3.2049,3.363,4,
2019,5,MEDICINA VETERINÁRIA,1825,FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS,FEAD,Faculdade,Privada sem fins lucrativos,49349,Educação Presencial,3106200,Belo Horizonte,MG,46,43,42.3628,2.6812,53.1651,2.3061,2.3999,3,
2019,5,MEDICINA VETERINÁRIA,1836,CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,UNIFEOB,Centro Universitário,Privada sem fins lucrativos,6113,Educação Presencial,3549102,São João da Boa Vista,SP,115,115,33.1357,1.1267,44.2409,0.7077,0.8124,1,
2019,5,MEDICINA VETERINÁRIA,1869,CENTRO UNIVERSITÁRIO DE ITAJUBÁ,FEPI,Centro Universitário,Privada sem fins lucrativos,83694,Educação Presencial,3132404,Itajubá,MG,32,27,41.2963,2.5015,60.3741,3.5973,3.3234,4,
2019,5,MEDICINA VETERINÁRIA,1883,CENTRO UNIVERSITÁRIO UNIFAS,,Centro Universitário,Privada com fins lucrativos,51104,Educação Presencial,2919207,Lauro de Freitas,BA,19,16,34.8062,1.4082,59.25,3.396,2.899,3,
2019,5,MEDICINA VETERINÁRIA,1917,FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL,FACIMED,Centro Universitário,Privada com fins lucrativos,98350,Educação Presencial,1100049,Cacoal,RO,84,81,30.6358,0.7056,46.0321,1.0285,0.9478,2,
2019,5,MEDICINA VETERINÁRIA,1927,CENTRO UNIVERSITÁRIO DO VALE DO IGUAÇU,UNIGUAÇU,Centro Universitário,Privada com fins lucrativos,88946,Educação Presencial,4128203,União da Vitória,PR,87,85,40.6294,2.3891,52.6976,2.2224,2.2641,3,
2019,5,MEDICINA VETERINÁRIA,2111,CENTRO UNIVERSITÁRIO INTA,UNINTA,Centro Universitário,Privada sem fins lucrativos,101248,Educação Presencial,2312908,Sobral,CE,34,31,43.0032,2.789,53.0903,2.2927,2.4168,3,
2019,5,MEDICINA VETERINÁRIA,2123,CENTRO UNIVERSITÁRIO MAX PLANCK,UniMAX,Centro Universitário,Privada com fins lucrativos,5000320,Educação Presencial,3520509,Indaiatuba,SP,131,117,36.5863,1.708,50.3658,1.8047,1.7805,2,
2019,5,MEDICINA VETERINÁRIA,2365,CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS,UNICATÓLICA,Centro Universitário,Privada sem fins lucrativos,1283990,Educação Presencial,1721000,Palmas,TO,65,64,37.8922,1.928,47.3578,1.2659,1.4315,2,
2019,5,MEDICINA VETERINÁRIA,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Universidade,Pública Federal,13437,Educação Presencial,2510808,Patos,PB,75,73,42.9123,2.7737,53.3548,2.3401,2.4485,3,
2019,5,MEDICINA VETERINÁRIA,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1205557,Educação Presencial,2611606,Recife,PE,64,60,36.84,1.7508,50.5433,1.8365,1.8151,2,
2019,5,MEDICINA VETERINÁRIA,2915,FACULDADE CIDADE DE PATOS DE MINAS,FPM,Faculdade,Privada sem fins lucrativos,1205254,Educação Presencial,3148004,Patos de Minas,MG,9,8,32.7125,1.0554,54.3875,2.525,2.1576,3,
2019,5,MEDICINA VETERINÁRIA,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Universidade,Privada sem fins lucrativos,1298970,Educação Presencial,4204202,Chapecó,SC,21,21,42.5571,2.7139,54.1286,2.4787,2.5375,3,
2019,5,MEDICINA VETERINÁRIA,3188,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1102648,Educação Presencial,3157005,Salinas,MG,34,33,38.3152,1.9993,50.9576,1.9107,1.9328,2,
2019,5,MEDICINA VETERINÁRIA,3193,FACULDADES INTEGRADAS DOS CAMPOS GERAIS,CESCAGE,Faculdade,Privada com fins lucrativos,88834,Educação Presencial,4119905,Ponta Grossa,PR,75,72,36.7875,1.7419,47.1806,1.2342,1.3611,2,
2019,5,MEDICINA VETERINÁRIA,3205,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA,FAVIÇOSA,Centro Universitário,Privada com fins lucrativos,74089,Educação Presencial,3171303,Viçosa,MG,67,65,45.0938,3.1412,57.98,3.1685,3.1617,4,
2019,5,MEDICINA VETERINÁRIA,3339,FACULDADE IDEAU DE GETÚLIO VARGAS,IDEAU,Centro Universitário,Privada com fins lucrativos,1099720,Educação Presencial,4308904,Getúlio Vargas,RS,77,76,28.9882,0.428,42.0487,0.315,0.3433,1,
2019,5,MEDICINA VETERINÁRIA,3371,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,Centro Universitário,Privada sem fins lucrativos,1168059,Educação Presencial,3148004,Patos de Minas,MG,132,123,40.9252,2.439,53.3618,2.3413,2.3657,3,
2019,5,MEDICINA VETERINÁRIA,3610,Centro Universitário ICESP,Unicesp,Centro Universitário,Privada com fins lucrativos,5000789,Educação Presencial,5300108,Brasília,DF,65,60,38.0233,1.9501,47.9517,1.3723,1.5168,2,
2019,5,MEDICINA VETERINÁRIA,3840,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,Centro Universitário,Privada com fins lucrativos,112972,Educação Presencial,4209300,Lages,SC,20,20,36.78,1.7407,55.365,2.7001,2.4603,3,
2019,5,MEDICINA VETERINÁRIA,3849,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Universidade,Pública Federal,17147,Educação Presencial,1702109,Araguaína,TO,63,63,43.4921,2.8714,55.9127,2.7982,2.8165,3,
2019,5,MEDICINA VETERINÁRIA,3974,UNIVERSIDADE DE RIO VERDE,FESURV,Universidade,Pública Municipal,91883,Educação Presencial,5218805,Rio Verde,GO,86,85,29.38,0.494,41.6835,0.2496,0.3107,1,
2019,5,MEDICINA VETERINÁRIA,3983,CENTRO UNIVERSITÁRIO DE FORMIGA,UNIFORMG,Centro Universitário,Privada sem fins lucrativos,90359,Educação Presencial,3126109,Formiga,MG,35,32,35.325,1.4955,49.625,1.672,1.6279,2,
2019,5,MEDICINA VETERINÁRIA,3984,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Universidade,Pública Federal,87958,Educação Presencial,2611101,Petrolina,PE,55,54,43.0796,2.8019,55.2944,2.6875,2.7161,3,
2019,5,MEDICINA VETERINÁRIA,4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE,UNIBAVE,Centro Universitário,Privada sem fins lucrativos,1143241,Educação Presencial,4211702,Orleans,SC,45,42,37.3595,1.8383,50.8119,1.8846,1.873,2,
2019,5,MEDICINA VETERINÁRIA,4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1327317,Educação Presencial,3144102,Muzambinho,MG,14,14,55.9714,4.9737,63.6429,4.1828,4.3805,5,
2019,5,MEDICINA VETERINÁRIA,4367,FACULDADE TERRA NORDESTE,FATENE,Faculdade,Privada com fins lucrativos,1101780,Educação Presencial,2303709,Caucaia,CE,84,77,39.7442,2.24,48.2286,1.4219,1.6264,2,
2019,5,MEDICINA VETERINÁRIA,4396,CENTRO UNIVERSITÁRIO DE MINEIROS,UNIFIMES,Centro Universitário,Pública Municipal,1175735,Educação Presencial,5213103,Mineiros,GO,54,54,30.6556,0.7089,45.3778,0.9113,0.8607,1,
2019,5,MEDICINA VETERINÁRIA,4503,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,Universidade,Pública Federal,114992,Educação Presencial,2909802,Cruz das Almas,BA,57,56,46.7107,3.4136,52.8107,2.2426,2.5354,3,
2019,5,MEDICINA VETERINÁRIA,4522,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,UNISALESIANO,Centro Universitário,Privada sem fins lucrativos,1155362,Educação Presencial,3502804,Araçatuba,SP,53,37,39.9135,2.2685,57.1162,3.0138,2.8275,3,
2019,5,MEDICINA VETERINÁRIA,4702,CENTRO UNIVERSITÁRIO BRASILEIRO,UNIBRA,Centro Universitário,Privada com fins lucrativos,1257479,Educação Presencial,2611606,Recife,PE,10,10,39.43,2.1871,48.65,1.4974,1.6698,2,
2019,5,MEDICINA VETERINÁRIA,4780,FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ,FACISA,Faculdade,Privada sem fins lucrativos,117292,Educação Presencial,3170404,Unaí,MG,45,44,34.4409,1.3466,45.7841,0.9841,1.0747,2,
2019,5,MEDICINA VETERINÁRIA,4826,FACULDADE ANHANGÜERA DE CAMPINAS,,Faculdade,Privada com fins lucrativos,95137,Educação Presencial,3509502,Campinas,SP,121,116,38.55,2.0388,47.5009,1.2916,1.4784,2,
2019,5,MEDICINA VETERINÁRIA,4846,FACULDADE VÉRTICE,VÉRTICE,Faculdade,Privada com fins lucrativos,120426,Educação Presencial,3140902,Matipó,MG,47,47,30.866,0.7444,41.8809,0.285,0.3998,1,
2019,5,MEDICINA VETERINÁRIA,5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1102792,Educação Presencial,4204301,Concórdia,SC,43,43,41.1442,2.4759,57.793,3.135,2.9702,4,
2019,5,MEDICINA VETERINÁRIA,5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103036,Educação Presencial,4201307,Araquari,SC,38,32,48.3719,3.6935,59.1875,3.3848,3.462,4,
2019,5,MEDICINA VETERINÁRIA,5303,FACULDADE ANHANGÜERA DE DOURADOS,,Faculdade,Privada com fins lucrativos,65116,Educação Presencial,5003702,Dourados,MS,65,49,30.3816,0.6628,41.6796,0.2489,0.3524,1,
2019,5,MEDICINA VETERINÁRIA,5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Universidade,Pública Federal,120215,Educação Presencial,4322400,Uruguaiana,RS,62,61,43.1279,2.81,58.5492,3.2704,3.1553,4,
2019,5,MEDICINA VETERINÁRIA,5439,CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,UNICEPLAC,Centro Universitário,Privada com fins lucrativos,18188,Educação Presencial,5300108,Brasília,DF,65,51,37.5882,1.8768,49.9529,1.7308,1.7673,2,
2019,5,MEDICINA VETERINÁRIA,5511,CENTRO UNIVERSITÁRIO CAMPO REAL,,Centro Universitário,Privada com fins lucrativos,1188149,Educação Presencial,4109401,Guarapuava,PR,76,73,33.8425,1.2458,48.7068,1.5076,1.4421,2,
2019,5,MEDICINA VETERINÁRIA,5550,FACULDADE ANHANGUERA DE ANÁPOLIS,,Faculdade,Privada com fins lucrativos,69058,Educação Presencial,5201108,Anápolis,GO,138,127,31.3748,0.8301,44.8764,0.8215,0.8236,1,
2019,5,MEDICINA VETERINÁRIA,5592,FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE,FUNORTE,Centro Universitário,Privada com fins lucrativos,117278,Educação Presencial,3143302,Montes Claros,MG,54,52,34.2846,1.3203,53.8481,2.4284,2.1514,3,
2019,5,MEDICINA VETERINÁRIA,5670,CENTRO UNIVERSITÁRIO DO VALE DO ARAGUAIA,UNIVAR,Centro Universitário,Privada sem fins lucrativos,1132433,Educação Presencial,5101803,Barra do Garças,MT,32,32,33.7094,1.2234,44.7563,0.8,0.9058,1,
2019,5,MEDICINA VETERINÁRIA,11544,FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,Faculdade,Privada com fins lucrativos,1260098,Educação Presencial,5201108,Anápolis,GO,24,23,33.2391,1.1441,42.2,0.3421,0.5426,1,
2019,5,MEDICINA VETERINÁRIA,13883,FACULDADE MURIALDO,FAMUR,Faculdade,Privada sem fins lucrativos,1183786,Educação Presencial,4305108,Caxias do Sul,RS,31,31,41.029,2.4565,54.1484,2.4822,2.4758,3,
2019,5,MEDICINA VETERINÁRIA,14248,Faculdade Presidente Antônio Carlos de Uberlândia,,Faculdade,Privada sem fins lucrativos,79870,Educação Presencial,3170206,Uberlândia,MG,97,97,35.3052,1.4922,45.3804,0.9118,1.0569,2,
